"fdp_list","power_list","power_eur_list","power_afr_list","power_homo_list"
0.176008899538103,0.39025,0.675,0.055,0.787
0.175219948952003,0.38925,0.677,0.05,0.787
0.174834686114854,0.38625,0.668,0.053,0.78
0.173883816844197,0.384,0.665,0.055,0.772
0.17349030671169,0.3835,0.665,0.053,0.772
0.140235642599337,0.22375,0.259,0.045,0.559
0.175501948931459,0.38575,0.665,0.054,0.78
0.173946970831184,0.384,0.658,0.064,0.77
0.174097958055342,0.384,0.658,0.064,0.77
0.165605455887221,0.374,0.608,0.11,0.732
0.174296694415859,0.38325,0.662,0.055,0.772
0.175320503939669,0.3865,0.667,0.055,0.78
0.155678074745188,0.3955,0.478,0.375,0.681
0.166978572380828,0.3665,0.616,0.073,0.733
0.174396765372382,0.38375,0.659,0.061,0.771
0.14162652325592,0.2305,0.278,0.042,0.568
0.174834686114854,0.38625,0.668,0.053,0.78
0.154094264303569,0.388,0.457,0.376,0.67
0.162087219450209,0.414,0.558,0.339,0.709
0.153258935297014,0.32425,0.504,0.085,0.666
0.175400860120051,0.39,0.674,0.055,0.787
0.154067361285861,0.3,0.421,0.112,0.628
0.173883816844197,0.384,0.665,0.055,0.772
0.17381108957147,0.3835,0.664,0.055,0.771
0.174757733376898,0.3835,0.661,0.057,0.772
0.175126848256051,0.38625,0.668,0.055,0.778
0.152671236389239,0.273,0.383,0.047,0.623
0.158811437836419,0.3955,0.522,0.321,0.691
0.153069942905035,0.3235,0.445,0.165,0.638
0.152491480169092,0.31,0.471,0.076,0.652
0.175504777747139,0.3905,0.676,0.055,0.787
0.173879952392096,0.3835,0.664,0.054,0.772
0.171873225621131,0.3745,0.644,0.055,0.754
0.175479040525035,0.3865,0.667,0.055,0.78
0.14499710019082,0.20875,0.219,0.037,0.547
0.146928535277069,0.214,0.231,0.035,0.555
0.174757733376898,0.3835,0.661,0.057,0.772
0.172982115225601,0.479,0.326,0.724,0.815
0.173943105381747,0.38375,0.664,0.055,0.772
0.147842367426933,0.22825,0.268,0.04,0.571
0.158958018419994,0.39375,0.507,0.329,0.691
0.157528616445883,0.314,0.464,0.092,0.656
0.175630027749193,0.3865,0.667,0.055,0.78
0.17663750629992,0.48525,0.376,0.697999999999999,0.816
0.173907990320287,0.4795,0.38,0.674,0.814
0.173075625097469,0.48,0.384,0.672,0.814
0.17574793658182,0.39,0.675,0.054,0.787
0.145023638924969,0.20975,0.219,0.035,0.552
0.173943705015254,0.38525,0.664,0.061,0.772
0.171685104147805,0.479,0.312,0.735,0.818
0.173793514922718,0.383,0.662,0.055,0.771
0.176465578482006,0.482,0.379,0.683999999999999,0.814
0.175242077709745,0.385,0.668,0.049,0.78
0.175069601859808,0.38975,0.675,0.053,0.787
0.175550220006253,0.39,0.674,0.055,0.787
0.157143060737468,0.31925,0.473,0.102,0.657
0.17486302462417,0.38525,0.667,0.051,0.78
0.141602541355467,0.2255,0.271,0.041,0.557
0.175401132611656,0.38125,0.656,0.053,0.771
0.173820663854547,0.38375,0.665,0.054,0.772
0.154867708191025,0.38425,0.381,0.431,0.677
0.174766802457288,0.48075,0.332,0.723,0.817
0.162585394493509,0.39775,0.509,0.333,0.7
0.163625216036103,0.44025,0.484,0.5,0.724
0.145999949175991,0.2445,0.308,0.046,0.588
0.174834686114854,0.38625,0.668,0.053,0.78
0.170234790052394,0.483,0.307,0.749,0.825
0.17570120723041,0.39,0.674,0.055,0.787
0.171838853509595,0.4775,0.319,0.726,0.814
0.178020540681365,0.484,0.375,0.692,0.818
0.175402059859098,0.4855,0.371,0.704,0.817
0.174145707191701,0.38325,0.662,0.055,0.772
0.171989668445473,0.47775,0.328,0.716,0.816
0.174084246105629,0.3865,0.669,0.053,0.78
0.175988821048909,0.48675,0.383,0.697999999999999,0.816
0.172889977551876,0.482,0.347,0.714,0.816
0.174145707191701,0.38325,0.662,0.055,0.772
0.172350859497837,0.47875,0.321,0.728,0.815
0.174167056350694,0.4825,0.35,0.713,0.816
0.15668171561274,0.40125,0.488,0.388,0.681
0.175550220006253,0.39,0.674,0.055,0.787
0.17461939345595,0.384,0.663,0.057,0.772
0.161597889493503,0.362,0.498,0.223,0.68
0.175165043257711,0.3865,0.668,0.054,0.78
0.173866242195445,0.3835,0.663,0.055,0.772
0.152669345738399,0.319,0.445,0.145,0.641
0.174029312278298,0.3835,0.664,0.054,0.772
0.155854144646543,0.316,0.461,0.102,0.656
0.172211810292797,0.38125,0.653,0.063,0.765
0.152613575642602,0.36775,0.412,0.359,0.651
0.159759376799694,0.3495,0.522,0.138,0.691
0.145273179565083,0.23,0.272,0.039,0.575
0.1750227116832,0.385,0.664,0.052,0.78
0.173297663879574,0.48025,0.329,0.722,0.819
0.141249671465316,0.22775,0.278,0.036,0.565
0.165386904947276,0.47025,0.443,0.607,0.778
0.173976536313092,0.38325,0.662,0.055,0.772
0.152989960962777,0.30225,0.443,0.081,0.645
0.172036402152708,0.477,0.318,0.726,0.813
0.156945802621707,0.356,0.459,0.264,0.656
0.173793514922718,0.383,0.662,0.055,0.771
0.171576531946523,0.4735,0.319,0.712,0.813
0.17317286649917,0.476,0.323,0.719,0.812
0.17574793658182,0.39,0.675,0.054,0.787
0.175500993209876,0.389,0.675,0.051,0.787
0.150047590006983,0.25225,0.326,0.042,0.605
0.172348250596156,0.37575,0.645,0.059,0.754
0.175320503939669,0.3865,0.667,0.055,0.78
0.159955229715894,0.38575,0.473,0.334,0.688
0.158615460923025,0.395,0.508,0.333,0.691
0.175144422904803,0.38675,0.67,0.055,0.778
0.168002477693772,0.48,0.308,0.747,0.816
0.165555707781067,0.4585,0.43,0.585,0.767
0.175126848256051,0.38625,0.668,0.055,0.778
0.165158118417632,0.346,0.567,0.071,0.702
0.174245778148224,0.38375,0.659,0.061,0.771
0.153918332582498,0.3245,0.505,0.085,0.666
0.163790294435633,0.369,0.498,0.248,0.682
0.174296694415859,0.38325,0.662,0.055,0.772
0.175252500734123,0.48275,0.369,0.695,0.816
0.173946970831184,0.384,0.658,0.064,0.77
0.175126848256051,0.38625,0.668,0.055,0.778
0.175550220006253,0.39,0.674,0.055,0.787
0.175107771020414,0.386,0.665,0.055,0.78
0.166413266100125,0.3655,0.602,0.096,0.718
0.174222758696748,0.4805,0.329,0.726,0.816
0.167494040929858,0.482,0.305,0.756,0.818
0.155555916027204,0.38075,0.454,0.35,0.67
0.174167659876543,0.38575,0.669,0.051,0.78
0.175320503939669,0.3865,0.667,0.055,0.78
0.17381108957147,0.3835,0.664,0.055,0.771
0.163477871994981,0.4455,0.48,0.514,0.734
0.174145707191701,0.38325,0.662,0.055,0.772
0.175630027749193,0.3865,0.667,0.055,0.78
0.16768749331081,0.48025,0.305,0.751,0.816
0.17540671083622,0.38625,0.667,0.054,0.78
0.175566938155415,0.48225,0.368,0.694,0.816
0.16675401920941,0.4825,0.303,0.759,0.818
0.167417657765566,0.48,0.306,0.75,0.816
0.151099932820151,0.338,0.423,0.251,0.634
0.17574793658182,0.39,0.675,0.054,0.787
0.174979224023778,0.3905,0.677,0.054,0.787
0.175417579438962,0.38975,0.675,0.053,0.787
0.152437044501632,0.29375,0.413,0.097,0.626
0.175126848256051,0.38625,0.668,0.055,0.778
0.175410244593638,0.38425,0.668,0.046,0.78
0.175126848256051,0.38625,0.668,0.055,0.778
0.175621444413806,0.39025,0.675,0.055,0.787
0.157633151300931,0.3975,0.5,0.353,0.689
0.165297518238853,0.463,0.445,0.589,0.766
0.175075757543425,0.3855,0.668,0.051,0.78
0.175260627500833,0.39,0.676,0.053,0.787
0.157839635779507,0.39025,0.471,0.353,0.688
0.174398044806928,0.38625,0.67,0.051,0.781
0.167569671181959,0.48175,0.304,0.756,0.818
0.175126848256051,0.38625,0.668,0.055,0.778
0.173976124536505,0.38375,0.664,0.055,0.772
0.157792402066397,0.317,0.497,0.073,0.655
0.173793514922718,0.383,0.662,0.055,0.771
0.175417579438962,0.38975,0.675,0.053,0.787
0.175630027749193,0.3865,0.667,0.055,0.78
0.158065197020696,0.3565,0.532,0.156,0.691
0.154747242820618,0.28875,0.423,0.047,0.644
0.173883816844197,0.384,0.665,0.055,0.772
0.172938015249886,0.47975,0.318,0.734,0.816
0.175417579438962,0.38975,0.675,0.053,0.787
0.156499454491463,0.39775,0.477,0.385,0.681
0.165363890687222,0.46125,0.47,0.569,0.754
0.174127111760663,0.38375,0.664,0.055,0.772
0.144886985839873,0.20775,0.215,0.033,0.55
0.172750336169009,0.4835,0.313,0.746,0.824
0.173549595249239,0.38325,0.664,0.053,0.772
0.15769579868508,0.33225,0.499,0.113,0.672
0.160350610950903,0.4235,0.39,0.523,0.73
0.173971930662417,0.4805,0.331,0.723,0.817
0.174084246105629,0.3865,0.669,0.053,0.78
0.175479040525035,0.3865,0.667,0.055,0.78
0.142577865286209,0.22925,0.279,0.039,0.565
0.155543930577889,0.40375,0.425,0.451,0.689
0.175770804300008,0.39025,0.675,0.055,0.787
0.171564070579262,0.37725,0.643,0.065,0.757
0.167537436227614,0.481,0.301,0.756,0.818
0.173945293578845,0.38325,0.662,0.055,0.772
0.17530688692828,0.39125,0.678,0.056,0.787
0.174324829531623,0.3835,0.659,0.061,0.77
0.174035413074054,0.3835,0.663,0.055,0.772
0.175219948952003,0.38925,0.677,0.05,0.787
0.175330471425025,0.39,0.676,0.053,0.787
0.174379037156088,0.4835,0.363,0.704,0.817
0.157998133806074,0.36475,0.464,0.283,0.664
0.175144422904803,0.38675,0.67,0.055,0.778
0.164017896234902,0.45975,0.368,0.635,0.787
0.14541512036116,0.20575,0.211,0.028,0.55
0.17440670731559,0.38575,0.67,0.049,0.781
0.17547326900413,0.49225,0.403,0.696,0.819
0.175320503939669,0.3865,0.667,0.055,0.78
0.175383810005203,0.39075,0.677,0.055,0.787
0.160960540675454,0.3525,0.491,0.204,0.668
0.159118783124232,0.3405,0.489,0.156,0.668
0.132338167543932,0.1925,0.192,0.037,0.506
0.175165043257711,0.3865,0.668,0.054,0.78
0.175857912313945,0.39,0.674,0.055,0.787
0.173793514922718,0.383,0.662,0.055,0.771
0.174834686114854,0.38625,0.668,0.053,0.78
0.17540671083622,0.38625,0.667,0.054,0.78
0.151754658385365,0.28475,0.402,0.069,0.628
0.169773689661392,0.4785,0.397,0.661,0.807
0.17540671083622,0.38625,0.667,0.054,0.78
0.161089385465242,0.33075,0.522,0.083,0.675
0.17381108957147,0.3835,0.664,0.055,0.771
0.167962244839276,0.47325,0.394,0.653,0.797
0.174055587696492,0.383,0.661,0.055,0.772
0.157743768955904,0.31675,0.493,0.076,0.655
0.156730753586507,0.3575,0.446,0.282,0.654
0.175213804758359,0.39025,0.677,0.053,0.787
0.175400860120051,0.39,0.674,0.055,0.787
0.173240115856224,0.48375,0.344,0.723,0.817
0.171394427722119,0.3775,0.646,0.063,0.757
0.173883816844197,0.384,0.665,0.055,0.772
0.158958018419994,0.39375,0.507,0.329,0.691
0.173879952392096,0.3835,0.664,0.054,0.772
0.173382839458309,0.4805,0.384,0.674,0.814
0.175260627500833,0.39,0.676,0.053,0.787
0.175661729685268,0.39025,0.675,0.055,0.787
0.159202182290006,0.387,0.472,0.34,0.688
0.161830747554189,0.32675,0.52,0.072,0.672
0.165524318932734,0.4355,0.436,0.52,0.734
0.175034540563744,0.3865,0.669,0.055,0.778
0.17679910299945,0.48475,0.38,0.692,0.816
0.17227061599154,0.38075,0.652,0.061,0.766
0.161087976307258,0.339,0.53,0.092,0.69
0.175034540563744,0.3865,0.669,0.055,0.778
0.174245778148224,0.38375,0.659,0.061,0.771
0.175550220006253,0.39,0.674,0.055,0.787
0.174834686114854,0.38625,0.668,0.053,0.78
0.174084246105629,0.3865,0.669,0.053,0.78
0.158701163706612,0.34,0.489,0.154,0.668
0.175565247421586,0.38625,0.667,0.054,0.78
0.173547663879574,0.48075,0.331,0.722,0.819
0.149836165189145,0.222,0.253,0.032,0.569
0.153361976083431,0.31375,0.455,0.114,0.641
0.158525781203621,0.33725,0.513,0.11,0.681
0.173976124536505,0.38375,0.664,0.055,0.772
0.156238711335486,0.3155,0.48,0.087,0.652
0.174040672828112,0.38425,0.658,0.065,0.77
0.17262628480106,0.38125,0.655,0.064,0.762
0.163766589763443,0.455,0.403,0.599,0.767
0.172923413229365,0.37725,0.643,0.064,0.757
0.175320503939669,0.3865,0.667,0.055,0.78
0.139806210564661,0.2025,0.197,0.039,0.54
0.167573224167591,0.39075,0.568,0.23,0.717
0.174213117572001,0.38625,0.671,0.05,0.781
0.175739480400727,0.384,0.661,0.055,0.776
0.146931005449104,0.2135,0.229,0.035,0.555
0.174296694415859,0.38325,0.662,0.055,0.772
0.175857912313945,0.39,0.674,0.055,0.787
0.164215776541599,0.382,0.519,0.267,0.694
0.176735393192431,0.4865,0.374,0.704999999999999,0.817
0.167718848017579,0.4795,0.296,0.755,0.818
0.152593579962613,0.3665,0.408,0.358,0.651
0.175131783592098,0.38525,0.669,0.049,0.78
0.158176572561217,0.31775,0.496,0.076,0.656
0.174127111760663,0.38375,0.664,0.055,0.772
0.173903397263778,0.38325,0.663,0.055,0.771
0.172704865682665,0.48025,0.326,0.728,0.816
0.175219948952003,0.38925,0.677,0.05,0.787
0.166539733495124,0.4825,0.303,0.759,0.818
0.170495014459489,0.37625,0.637,0.069,0.755
0.175770804300008,0.39025,0.675,0.055,0.787
0.17293272252145,0.48175,0.346,0.713,0.817
0.175738487779319,0.39075,0.677,0.055,0.787
0.173976124536505,0.38375,0.664,0.055,0.772
0.173879952392096,0.3835,0.664,0.054,0.772
0.173820663854547,0.38375,0.665,0.054,0.772
0.175770804300008,0.39025,0.675,0.055,0.787
0.166506698910429,0.471,0.442,0.611,0.778
0.17540671083622,0.38625,0.667,0.054,0.78
0.162532753710988,0.454,0.352,0.637,0.778
0.174414603248486,0.38675,0.669,0.054,0.78
0.153854160327808,0.315,0.484,0.078,0.656
0.173980165965821,0.38575,0.665,0.061,0.773
0.176008899538103,0.39,0.674,0.055,0.787
0.164521527133512,0.4475,0.441,0.562,0.736
0.174883553339586,0.3865,0.669,0.055,0.778
0.151217954594645,0.32075,0.415,0.2,0.626
0.174035413074054,0.3835,0.663,0.055,0.772
0.176008899538103,0.39,0.674,0.055,0.787
0.167295402088212,0.48125,0.301,0.756,0.818
0.175500993209876,0.389,0.675,0.051,0.787
0.17381108957147,0.3835,0.664,0.055,0.771
0.173462638704846,0.48225,0.321,0.74,0.817
0.163915975645029,0.35225,0.576,0.084,0.705
0.174321358809189,0.386,0.67,0.05,0.781
0.17526630760578,0.38475,0.664,0.055,0.776
0.173957711081693,0.484,0.354,0.715,0.816
0.154037380201546,0.32425,0.504,0.085,0.666
0.16626964770145,0.47,0.405,0.637,0.788
0.175574278620273,0.38475,0.664,0.055,0.776
0.174834686114854,0.38625,0.668,0.053,0.78
0.175550220006253,0.39,0.674,0.055,0.787
0.175126848256051,0.38625,0.668,0.055,0.778
0.158897544796496,0.41325,0.475,0.426,0.698
0.173820663854547,0.38375,0.665,0.054,0.772
0.161597602575729,0.32925,0.524,0.077,0.673
0.175920305961137,0.39025,0.675,0.055,0.787
0.154917889068502,0.3245,0.468,0.133,0.65
0.163092768175909,0.4215,0.434,0.486,0.715
0.153586150030485,0.317,0.486,0.084,0.656
0.171838113022326,0.3815,0.653,0.064,0.765
0.153163642823295,0.301,0.44,0.078,0.646
0.175400860120051,0.39,0.674,0.055,0.787
0.17570120723041,0.39,0.674,0.055,0.787
0.172642685350951,0.479,0.314,0.735,0.816
0.154724335879691,0.38625,0.45,0.376,0.67
0.166993001993434,0.477,0.429,0.637,0.791
0.173820663854547,0.38375,0.665,0.054,0.772
0.172737634949838,0.47625,0.341,0.702,0.813
0.155177935561526,0.31325,0.477,0.083,0.652
0.167537436227614,0.481,0.301,0.756,0.818
0.151452182613388,0.25925,0.345,0.04,0.614
0.165110889161152,0.445,0.454,0.537,0.738
0.175213804758359,0.39025,0.677,0.053,0.787
0.17499322270022,0.38625,0.668,0.053,0.78
0.17381108957147,0.3835,0.664,0.055,0.771
0.17349030671169,0.3835,0.665,0.053,0.772
0.152111448214494,0.28675,0.402,0.076,0.629
0.161512031822068,0.3425,0.53,0.106,0.688
0.17338204539286,0.4795,0.386,0.669,0.813
0.17581108957147,0.39025,0.675,0.055,0.787
0.163731229182134,0.351,0.595,0.062,0.703
0.175550220006253,0.39,0.674,0.055,0.787
0.175580943815361,0.384,0.661,0.055,0.776
0.152356786843027,0.30325,0.45,0.077,0.645
0.17570120723041,0.39,0.674,0.055,0.787
0.157681564627974,0.31675,0.496,0.073,0.655
0.156876943395425,0.3285,0.465,0.144,0.658
0.173790666677811,0.3825,0.664,0.051,0.772
0.167361932837443,0.48225,0.433,0.645,0.8
0.159887539219729,0.41575,0.487,0.426,0.698
0.173866242195445,0.3835,0.663,0.055,0.772
0.160065895931079,0.35,0.55,0.112,0.692
0.174398044806928,0.38625,0.67,0.051,0.781
0.170705440799816,0.48325,0.402,0.668,0.813
0.162475716561113,0.36225,0.578,0.113,0.712
0.175126848256051,0.38625,0.668,0.055,0.778
0.173164988861939,0.48475,0.313,0.75,0.825
0.173793514922718,0.383,0.662,0.055,0.771
0.164214532125442,0.34975,0.582,0.07,0.703
0.174139606395945,0.38325,0.663,0.054,0.772
0.174979224023778,0.3905,0.677,0.054,0.787
0.15917899510378,0.41275,0.444,0.456,0.698
0.165864370886095,0.443,0.435,0.548,0.737
0.154829331928485,0.3925,0.469,0.382,0.671
0.174382847627769,0.481,0.332,0.724,0.817
0.176594013368505,0.4855,0.383,0.692,0.816
0.175034540563744,0.3865,0.669,0.055,0.778
0.172858326718936,0.381,0.653,0.065,0.762
0.17540671083622,0.38625,0.667,0.054,0.78
0.172910531761412,0.38125,0.651,0.068,0.762
0.160677972251822,0.44575,0.387,0.581,0.764
0.173883816844197,0.384,0.665,0.055,0.772
0.175189707016519,0.38925,0.678,0.049,0.787
0.167592048020745,0.48075,0.3,0.756,0.818
0.16675401920941,0.4825,0.303,0.759,0.818
0.17423740587831,0.3835,0.663,0.055,0.772
0.146888521273087,0.228,0.268,0.039,0.571
0.17369604185794,0.4825,0.349,0.714,0.816
0.168895120398444,0.36925,0.628,0.064,0.74
0.173726146217688,0.48175,0.357,0.702,0.818
0.17574793658182,0.39,0.675,0.054,0.787
0.175658650867534,0.389,0.675,0.051,0.787
0.177635492038252,0.48125,0.372,0.685999999999999,0.816
0.170272950106935,0.47725,0.389,0.664,0.807
0.173956986844131,0.382,0.664,0.049,0.772
0.167282161694093,0.47775,0.298,0.748,0.816
0.175739480400727,0.384,0.661,0.055,0.776
0.175400860120051,0.39,0.674,0.055,0.787
0.156335715323476,0.33075,0.511,0.094,0.674
0.17581108957147,0.39025,0.675,0.055,0.787
0.172981251569533,0.47975,0.317,0.735,0.816
0.158575742522579,0.342,0.495,0.153,0.67
0.157961516878783,0.31425,0.465,0.092,0.656
0.15365933011354,0.38375,0.432,0.393,0.661
0.141996734051852,0.2285,0.278,0.036,0.567
0.158112679843223,0.313,0.485,0.069,0.655
0.175661729685268,0.39025,0.675,0.055,0.787
0.174137410190347,0.481,0.33,0.727,0.816
0.156312055177937,0.3905,0.454,0.38,0.679
0.159379676095065,0.38425,0.484,0.324,0.681
0.174883553339586,0.3865,0.669,0.055,0.778
0.162917473234805,0.3395,0.555,0.067,0.692
0.172829854022862,0.38275,0.659,0.061,0.767
0.152463374177093,0.295,0.427,0.074,0.639
0.173661729685268,0.3835,0.664,0.055,0.771
0.175621444413806,0.39025,0.675,0.055,0.787
0.175857912313945,0.39,0.674,0.055,0.787
0.16808802173047,0.4775,0.299,0.746,0.816
0.163669628880904,0.33225,0.528,0.076,0.682
0.176008899538103,0.39,0.674,0.055,0.787
0.175550220006253,0.39,0.674,0.055,0.787
0.174296694415859,0.38325,0.662,0.055,0.772
0.167153913609304,0.4815,0.302,0.756,0.818
0.16022810087789,0.38375,0.482,0.325,0.681
0.167680130054391,0.48,0.299,0.754,0.818
0.175323579843077,0.3865,0.668,0.054,0.78
0.161702188806074,0.4185,0.355,0.535,0.734
0.153032791875218,0.31975,0.495,0.085,0.657
0.175320503939669,0.3865,0.667,0.055,0.78
0.175574278620273,0.38475,0.664,0.055,0.776
0.172059887215874,0.3815,0.653,0.064,0.765
0.175126848256051,0.38625,0.668,0.055,0.778
0.16094097836923,0.3465,0.52,0.128,0.691
0.160029629331114,0.3715,0.476,0.287,0.674
0.155566015489609,0.31175,0.464,0.091,0.65
0.175565247421586,0.38625,0.667,0.054,0.78
0.173793514922718,0.383,0.662,0.055,0.771
0.176008899538103,0.39,0.674,0.055,0.787
0.173549595249239,0.38325,0.664,0.053,0.772
0.174414603248486,0.38675,0.669,0.054,0.78
0.173793514922718,0.383,0.662,0.055,0.771
0.159215570777438,0.35925,0.523,0.185,0.681
0.171895661291564,0.47925,0.31,0.74,0.816
0.172845994714923,0.47975,0.324,0.728,0.816
0.174145707191701,0.38325,0.662,0.055,0.772
0.17381108957147,0.3835,0.664,0.055,0.771
0.16006287484615,0.3825,0.502,0.294,0.686
0.175165043257711,0.3865,0.668,0.054,0.78
